domain,is_state_of_interest,place,county,state,country,type,multi_state,district,Source
kannapolisnc.gov,1,Concord,,North Carolina,USA,Local,,,CISA
kansas.gov,1,,,Kansas,USA,State,,,CISA
karuk.us,1,,,California,USA,State,,,Manual Review
kathleenrice.house.gov,1,,,New York,,rep,,4,Manual Review
katko.house.gov,1,,,New York,,rep,,24,Manual Review
kcgov.com,1,,kosciusko county,Indiana,USA,County,,,GSA
kcgov.us,0,,Kootenai County,Idaho,USA,County,,,Manual Review
kcmo.gov,0,Kansas City,,Missouri,USA,Local,,,CISA
keenenh.gov,1,Keene,,New Hampshire,USA,Local,,,CISA
kendallcountyil.gov,1,,kendall county,Illinois,USA,County,,,CISA
kenmorewa.gov,1,Kenmore,,Washington,USA,Local,,,CISA
kennebunkmaine.us,1,kennebunk,,maine,USA,Local,,,GSA
kennett.pa.us,1,Kennett Square,,Pennsylvania,USA,Local,,,Manual Review
kentwood.us,1,Kentwood,,Michigan,USA,Local,,,Manual Review
kgbak.us,1,Bakersfield,,California,USA,Local,,,Manual Review
khanna.house.gov,1,,,California,,rep,,17,Manual Review
kilmer.house.gov,1,,,Washington,,rep,,6,Manual Review
kind.house.gov,1,,,Wisconsin,,rep,,3,Manual Review
kingcounty.gov,1,,king county,Washington,USA,County,,,CISA
kingston-ny.gov,1,Kingston,,New York,USA,Local,,,CISA
kingstonnh.org,1,kingston,,new hampshire,USA,Local,,,GSA
kirklandwa.gov,1,Kirkland,,Washington,USA,Local,,,CISA
kirkpatrick.house.gov,1,,,Arizona,,rep,,2,Manual Review
kitsapgov.com,1,,kitsap county,Washington,USA,County,,,GSA
klamathcounty.org,1,,klamath county,Oregon,USA,County,,,GSA
knightdalenc.gov,1,Knightdale,,North Carolina,USA,Local,,,CISA
knoxcounty.org,0,,knox county,Tennessee,USA,County,,,GSA
kodiakak.us,1,kodiak island borough,,alaska,USA,Local,,,GSA
ks-nemaha.manatron.com,1,,nemaha county,Kansas,USA,County,,,GSA
ks.gov,1,,,Kansas,USA,State,,,CISA
kscourts.org,1,,,Kansas,USA,State,,,GSA
kslegislature.org,1,,,Kansas,USA,State,,,GSA
kssos.org,1,,,Kansas,USA,State,,,GSA
ktn-ak.us,1,Ketchikan Gateway Borough,,Alaska,USA,Local,,,Manual Review
kuster.house.gov,1,,,New Hampshire,,rep,,2,Manual Review
ky.gov,0,,,Kentucky,USA,State,,,CISA
la.gov,0,,,Louisiana,USA,State,,,CISA
lacity.org,1,los angeles,,california,USA,Local,,,GSA
lackawannacounty.org,1,,lackawanna county,Pennsylvania,USA,County,,,GSA
laconianh.gov,1,Laconia,,New Hampshire,USA,Local,,,CISA
lacounty.gov,1,,los angeles county,California,USA,County,,,CISA
lacrossecounty.org,1,,la crosse county,Wisconsin,USA,County,,,GSA
lakecounty.in.gov,1,,Lake County,Indiana,USA,County,,,Manual Review
lakecountyca.gov,1,,lake county,California,USA,County,,,CISA
lakecountyil.gov,1,,lake county,Illinois,USA,County,,,CISA
lakecountyohio.gov,0,,lake county,Ohio,USA,County,,,CISA
lakecountyor.org,1,,lake county,Oregon,USA,County,,,GSA
lakeforestca.gov,1,Lake Forest,,California,USA,Local,,,CISA
lakelandgov.net,1,lakeland,,florida,USA,Local,,,GSA
lakevillemn.gov,1,Lakeville,,Minnesota,USA,Local,,,CISA
lakeworthbeachfl.gov,1,Lake Worth Beach,,Florida,USA,Local,,,CISA
lamalfa.house.gov,1,,,California,,rep,,1,Manual Review
lamb.house.gov,1,,,Pennsylvania,,rep,,17,Manual Review
lancaster.ne.gov,1,,Lancaster County,Nebraska,USA,County,,,Manual Review
lancaster.pa.us,1,Lancaster,,Pennsylvania,USA,Local,,,Manual Review
lancasterwisconsin.com,1,lancaster,,wisconsin,USA,Local,,,GSA
lanecounty.org,1,,lane county,Oregon,USA,County,,,GSA
langevin.house.gov,1,,,Rhode Island,,rep,,2,Manual Review
lansingmi.gov,1,Lansing,,Michigan,USA,Local,,,CISA
lansingtownship.org,1,lansing township,,michigan,USA,Local,,,GSA
larimer.gov,1,,larimer county,Colorado,USA,County,,,CISA
larsen.house.gov,1,,,Washington,,rep,,2,Manual Review
las-cruces.org,1,las cruces,,new mexico,USA,Local,,,GSA
lasvegasnevada.gov,1,Las Vegas,,Nevada,USA,Local,,,CISA
latfor.state.ny.us,1,,,New York,USA,State,,,Manual Review
lauderdalelakes.org,1,lauderdale lakes,,florida,USA,Local,,,GSA
laurenscoga.org,1,,laurens county,Georgia,USA,County,,,GSA
lavote.gov,1,,los angeles county,California,USA,County,,,CISA
lawrence.house.gov,1,,,Michigan,,rep,,14,Manual Review
lawrencecounty.in.gov,1,,Lawrence County,Indiana,USA,County,,,Manual Review
lawrencecountypa.gov,1,,lawrence county,Pennsylvania,USA,County,,,CISA
lawrencevillega.org,1,lawrenceville,,georgia,USA,Local,,,GSA
lawrencewi.gov,1,De Pere,,Wisconsin,USA,Local,,,CISA
leacounty.net,1,,lea county,New Mexico,USA,County,,,GSA
leaguecitytx.gov,1,League City,,Texas,USA,Local,,,CISA
leavenworthcounty.gov,1,,leavenworth county,Kansas,USA,County,,,CISA
lebanonnh.gov,1,Lebanon,,New Hampshire,USA,Local,,,CISA
lebcounty.org,1,,lebanon county,Pennsylvania,USA,County,,,GSA
leecountync.gov,1,,lee county,North Carolina,USA,County,,,CISA
leegov.com,1,,lee county,Florida,USA,County,,,GSA
leg.mt.gov,0,,,Montana,USA,State,,,Manual Review
leg.state.fl.us,1,,,Florida,USA,State,,,Manual Review
leg.state.nv.us,1,,,Nevada,USA,State,,,Manual Review
legis.state.pa.us,1,,,Pennsylvania,USA,State,,,Manual Review
lehighcounty.org,1,,lehigh county,Pennsylvania,USA,County,,,GSA
lenawee.mi.us,1,,Lenawee County,Michigan,USA,County,,,Manual Review
leonvotes.gov,1,,leon county,Florida,USA,County,,,CISA
lewiscountywa.gov,1,,lewis county,Washington,USA,County,,,CISA
lewistonmaine.gov,1,Lewiston,,Maine,USA,Local,,,CISA
lexingtonma.gov,0,Lexington,,Massachusetts,USA,Local,,,CISA
lhcaz.gov,1,Lake Havasu City,,Arizona,USA,Local,,,CISA
libertycountyga.com,1,,liberty county,Georgia,USA,County,,,GSA
lincolncity.org,1,lincoln city,,oregon,USA,Local,,,GSA
lincolncounty.org,1,,lincoln county,North Carolina,USA,County,,,GSA
lincolncountynm.gov,1,,lincoln county,New Mexico,USA,County,,,CISA
linncountyiowa.gov,0,,linn county,Iowa,USA,County,,,CISA
littlechutewi.org,1,little chute,,wisconsin,USA,Local,,,GSA
littletongov.org,1,littleton,,colorado,USA,Local,,,GSA
littletonma.org,0,littleton,,massachusetts,USA,Local,,,GSA
liveuptehachapi.com,1,tehachapi,,california,USA,Local,,,GSA
livingstoncounty.us,1,,Livingston County,New York,USA,County,,,Manual Review
lkm.org,1,,,Kansas,USA,State,,,GSA
lodi.gov,1,Lodi,,California,USA,Local,,,CISA
lofgren.house.gov,1,,,California,,rep,,18,Manual Review
logancountyil.gov,1,,logan county,Illinois,USA,County,,,CISA
lomalinda-ca.gov,1,Loma Linda,,California,USA,Local,,,CISA
longbeach.gov,1,Long Beach,,California,USA,Local,,,CISA
longmontcolorado.gov,1,Longmont,,Colorado,USA,Local,,,CISA
loslunasnm.gov,1,Los Lunas,,New Mexico,USA,Local,,,CISA
loudermilk.house.gov,1,,,Georgia,,rep,,11,Manual Review
loudoun.gov,1,,loudoun county,Virginia,USA,County,,,CISA
louisacounty.com,1,,louisa county,Virginia,USA,County,,,GSA
louisburgkansas.gov,1,Louisburg,,Kansas,USA,Local,,,CISA
louisvilleco.gov,1,Louisville,,Colorado,USA,Local,,,CISA
louisvilleky.gov,0,Louisville,,Kentucky,USA,Local,,,CISA
lowellma.gov,0,Lowell,,Massachusetts,USA,Local,,,CISA
lowenthal.house.gov,1,,,California,,rep,,47,Manual Review
lowersaucontownship.org,1,lower saucon township,,pennsylvania,USA,Local,,,GSA
lowndescounty.com,1,,lowndes county,Georgia,USA,County,,,GSA
lucascountyohiovotes.gov,0,,lucas county,Ohio,USA,County,,,CISA
lumpkincounty.gov,1,,lumpkin county,Georgia,USA,County,,,CISA
lunacountynm.us,1,,Luna County,New Mexico,USA,County,,,Manual Review
luria.house.gov,1,,,Virginia,,rep,,2,Manual Review
luzernecounty.org,1,,luzerne county,Pennsylvania,USA,County,,,GSA
lwm-info.org,1,,,Wisconsin,USA,State,,,GSA
lwv.corvallis.or.us,1,Corvallis,,Oregon,USA,Local,,,Manual Review
lyco.org,1,,lycoming county,Pennsylvania,USA,County,,,GSA
lymenh.gov,1,Lyme,,New Hampshire,USA,Local,,,CISA
lynwood.ca.us,1,Lynwood,,California,USA,Local,,,Manual Review
lyoncounty.org,1,,lyon county,Kansas,USA,County,,,GSA
maconbibb.us,1,,Macon-Bibb County,Georgia,USA,County,,,Manual Review
madera.gov,1,Madera,,California,USA,Local,,,CISA
madison-nh.org,1,madison,,new hampshire,USA,Local,,,GSA
madisonco.virginia.gov,1,,Madison County,Virginia,USA,County,,,Manual Review
madisoncounty.in.gov,1,,Madison County,Indiana,USA,County,,,Manual Review
madisoncounty.ny.gov,1,,Madison County,New York,USA,County,,,Manual Review
madisoncountyil.gov,1,,madison county,Illinois,USA,County,,,CISA
madisonct.org,0,madison,,connecticut,USA,Local,,,GSA
madisonmaine.com,1,madison,,maine,USA,Local,,,GSA
mahoningcountyoh.gov,0,,mahoning county,Ohio,USA,County,,,CISA
mahwahtwp.org,0,township of mahwah,,new jersey,USA,Local,,,GSA
maine.gov,1,,,Maine,USA,State,,,CISA
malegislature.gov,0,,,Massachusetts,USA,State,,,CISA
malheurco.org,1,,malheur county,Oregon,USA,County,,,GSA
maloney.house.gov,1,,,New York,,rep,,12,Manual Review
malta-town.org,1,malta,,new york,USA,Local,,,GSA
manchesternh.gov,1,Manchester,,New Hampshire,USA,Local,,,CISA
manhattanbeach.gov,1,Manhattan Beach,,California,USA,Local,,,CISA
manitowoc.org,1,manitowoc,,wisconsin,USA,Local,,,GSA
maplegrovemn.gov,1,Maple Grove,,Minnesota,USA,Local,,,CISA
mapleplain.com,1,maple plain,,minnesota,USA,Local,,,GSA
maplevalleywa.gov,1,Maple Valley,,Washington,USA,Local,,,CISA
maplewoodmn.gov,1,Maplewood,,Minnesota,USA,Local,,,CISA
maricopa-az.gov,1,Maricopa,,Arizona,USA,Local,,,CISA
maricopa.gov,1,,maricopa county,Arizona,USA,County,,,CISA
martincountyncgov.com,1,,martin county,North Carolina,USA,County,,,GSA
martinvotes.gov,1,,Martin County,Florida,USA,County,,,CISA
maryland.gov,0,,,Maryland,USA,State,,,CISA
mass.gov,0,,,Massachusetts,USA,State,,,CISA
mast.house.gov,1,,,Florida,,rep,,21,Manual Review
matsugov.us,1,matanuska-susitna borough,,alaska,USA,Local,,,GSA
mccaul.house.gov,1,,,Texas,,rep,,10,Manual Review
mcclintock.house.gov,1,,,California,,rep,,5,Manual Review
mccollum.house.gov,1,,,Minnesota,,rep,,4,Manual Review
mceachin.house.gov,1,,,Virginia,,rep,,4,Manual Review
mcg.mcdonough.il.us,1,,McDonough County,Illinois,USA,County,,,Manual Review
mcgtn.org,0,,montgomery county,Tennessee,USA,County,,,GSA
mchenrycountyil.gov,1,,mchenry county,Illinois,USA,County,,,CISA
mcleancountyil.gov,1,,mclean county,Illinois,USA,County,,,CISA
mcnerney.house.gov,1,,,California,,rep,,9,Manual Review
mecknc.gov,1,,mecklenburg county,North Carolina,USA,County,,,CISA
mendota-heights.com,1,mendota heights,,minnesota,USA,Local,,,GSA
menomonee-falls.org,1,menomonee falls,,wisconsin,USA,Local,,,GSA
menomonie-wi.gov,1,Menomonie,,Wisconsin,USA,Local,,,CISA
mercercountypa.gov,1,,mercer county,Pennsylvania,USA,County,,,CISA
meridian.mi.us,1,Meridian Township,,Michigan,USA,Local,,,Manual Review
merriam.org,1,merriam,,kansas,USA,Local,,,GSA
merrillville.in.gov,1,Merrillville,,Indiana,USA,Local,,,Manual Review
merrimacknh.gov,1,Merrimack,,New Hampshire,USA,Local,,,CISA
mesaaz.gov,1,Mesa,,Arizona,USA,Local,,,CISA
mesquitenv.gov,1,Mesquite,,Nevada,USA,Local,,,CISA
mi.gov,1,,,Michigan,USA,State,,,CISA
miamibeachfl.gov,1,Miami Beach,,Florida,USA,Local,,,CISA
miamicountyin.gov,1,,miami county,Indiana,USA,County,,,CISA
miamidade.gov,1,,miami dade county,Florida,USA,County,,,CISA
miamigov.com,1,miami,,florida,USA,Local,,,GSA
michigan.gov,1,,,Michigan,USA,State,,,CISA
middleboroughma.gov,0,Middleborough,,Massachusetts,USA,Local,,,CISA
middlesexcountynj.gov,0,,middlesex county,New Jersey,USA,County,,,CISA
middletown-ny.com,1,middletown,,new york,USA,Local,,,GSA
middletownct.gov,0,Middletown,,Connecticut,USA,Local,,,CISA
mielections.us,1,,,Michigan,USA,State,,,Manual Review
mikethompson.house.gov,1,,,California,,rep,,4,Manual Review
milford.nh.gov,1,Milford,,New Hampshire,USA,Local,,,Manual Review
milfordma.gov,0,Milford,,Massachusetts,USA,Local,,,CISA
millelacs.mn.gov,1,,Mille Lacs County,Minnesota,USA,County,,,Manual Review
millikenco.gov,1,Milliken,,Colorado,USA,Local,,,CISA
milton-wi.gov,1,Milton,,Wisconsin,USA,Local,,,CISA
milwaukee.gov,1,Milwaukee,,Wisconsin,USA,Local,,,CISA
milwaukieoregon.gov,1,Milwaukie,,Oregon,USA,Local,,,CISA
minnetonkamn.gov,1,Minnetonka,,Minnesota,USA,Local,,,CISA
missionhillsks.gov,1,Mission Hills,,Kansas,USA,Local,,,CISA
missionks.org,1,mission,,kansas,USA,Local,,,GSA
missiontexas.us,1,Mission,,Texas,USA,Local,,,Manual Review
missoulacounty.us,0,,Missoula County,Montana,USA,County,,,Manual Review
mitchellcounty.org,1,,mitchell county,North Carolina,USA,County,,,GSA
mn.gov,1,,,Minnesota,USA,State,,,CISA
mncourts.gov,1,,,Minnesota,USA,State,,,CISA
mo.gov,0,,,Missouri,USA,State,,,CISA
moline.il.us,1,moline,,illinois,USA,Local,,,GSA
mondovi.com,1,mondovi,,wisconsin,USA,Local,,,GSA
monocounty.ca.gov,1,,Mono County,California,USA,County,,,Manual Review
monroecounty-fl.gov,1,,monroe county,Florida,USA,County,,,CISA
monroecounty.gov,1,,monroe county,New York,USA,County,,,CISA
monroecountypa.gov,1,,monroe county,Pennsylvania,USA,County,,,CISA
monroemi.gov,1,Monroe,,Michigan,USA,Local,,,CISA
montcalm.us,1,,Montcalm County,Michigan,USA,County,,,Manual Review
montcopa.org,1,,montgomery county,Pennsylvania,USA,County,,,GSA
montereycountyelections.us,1,,Monterey County,California,USA,County,,,Manual Review
montgomery.boe.ohio.gov,0,,Montgomery County,Ohio,USA,County,,,Manual Review
montgomeryco.com,1,,montgomery county,Illinois,USA,County,,,GSA
montgomerycounty.in.gov,1,,Montgomery County,Indiana,USA,County,,,Manual Review
montgomerycountymd.gov,0,,montgomery county,Maryland,USA,County,,,CISA
montourco.org,1,,montour county,Pennsylvania,USA,County,,,GSA
montpelier-vt.org,0,montpelier,,vermont,USA,Local,,,GSA
montva.com,1,,montgomery county,Virginia,USA,County,,,GSA
moolenaar.house.gov,1,,,Michigan,,rep,,2,Manual Review
moorecountync.gov,1,,moore county,North Carolina,USA,County,,,CISA
morgancounty.colorado.gov,1,,Morgan County,Colorado,USA,County,,,Manual Review
morgancountyga.gov,1,,morgan county,Georgia,USA,County,,,CISA
morriscountynj.gov,0,,morris county,New Jersey,USA,County,,,CISA
ms.gov,0,,,Mississippi,USA,State,,,CISA
msweb03.co.wake.nc.us,1,,Wake County,North Carolina,USA,County,,,Manual Review
mtpleasantwi.gov,1,Mount Pleasant,,Wisconsin,USA,Local,,,CISA
multco.us,1,,multnomah county,Oregon,USA,County,,,GSA
muni.org,1,municipality of anchorage,,alaska,USA,Local,,,GSA
murphy.house.gov,1,,,North Carolina,USA,rep,,,Manual Review
muscatinecountyiowa.gov,0,,muscatine county,Iowa,USA,County,,,CISA
muskingumcountyoh.gov,0,,muskingum county,Ohio,USA,County,,,CISA
mvd.newmexico.gov,1,,,New Mexico,USA,State,,,Manual Review
mvic.sos.state.mi.us,1,,,Michigan,USA,State,,,Manual Review
myboca.us,1,Boca Raton,,Florida,USA,Local,,,Manual Review
myescambia.com,1,,escambia county,Florida,USA,County,,,GSA
myflorida.com,1,,,Florida,USA,State,,,GSA
myfloridahouse.gov,1,,,Florida,USA,State,,,CISA
myharlingen.us,1,Harlingen,,Texas,USA,Local,,,Manual Review
myinfo.alabamavotes.gov,0,,,Alabama,USA,State,,,Manual Review
mymvd.iowadot.gov,0,,,Iowa,USA,State,,,Manual Review
nadler.house.gov,1,,,New York,,rep,,12,Manual Review
naperville.il.us,1,naperville,,illinois,USA,Local,,,GSA
napolitano.house.gov,1,,,California,,rep,,31,Manual Review
narragansettri.gov,1,Narragansett,,Rhode Island,USA,Local,,,CISA
nashcountync.gov,1,,nash county,North Carolina,USA,County,,,CISA
nashuanh.gov,1,Nashua,,New Hampshire,USA,Local,,,CISA
nashville.gov,0,Nashville,,Tennessee,USA,Local,,,CISA
nassaucountyny.gov,1,,nassau county,New York,USA,County,,,CISA
natickma.gov,0,Natick,,Massachusetts,USA,Local,,,CISA
nativefederation.org,1,,,Alaska,USA,Native,,,GSA
navajocountyaz.gov,1,,navajo county,Arizona,USA,County,,,CISA
nbtexas.org,1,new braunfels,,texas,USA,Local,,,GSA
nc.gov,1,,,North Carolina,USA,State,,,CISA
ncdhhs.gov,1,,,North Carolina,USA,State,,,CISA
ncdot.gov,1,,,North Carolina,USA,State,,,CISA
ncforestservice.gov,1,,,North Carolina,USA,State,,,CISA
ncleg.gov,1,,,North Carolina,USA,State,,,CISA
nconemap.gov,1,,,North Carolina,USA,State,,,CISA
ncsbe.gov,1,,,North Carolina,USA,State,,,CISA
ncworks.gov,1,,,North Carolina,USA,State,,,CISA
ne.gov,1,,,Nebraska,USA,State,,,CISA
nebraska.gov,1,,,Nebraska,USA,State,,,CISA
nebraskalegislature.gov,1,,,Nebraska,USA,State,,,CISA
nebraskamap.gov,1,,,Nebraska,USA,State,,,CISA
needhamma.gov,0,Needham,,Massachusetts,USA,Local,,,CISA
nelsoncounty-va.gov,1,,nelson county,Virginia,USA,County,,,CISA
nevadacountyca.gov,1,,nevada county,California,USA,County,,,CISA
newbedford-ma.gov,0,New Bedford,,Massachusetts,USA,Local,,,CISA
newberlin.org,1,new berlin,,wisconsin,USA,Local,,,GSA
newbostonnh.gov,1,New Boston,,New Hampshire,USA,Local,,,CISA
newcastlewa.gov,1,Newcastle,,Washington,USA,Local,,,CISA
newdurhamnh.us,1,new durham,,new hampshire,USA,Local,,,GSA
newhanover-pa.org,1,new hanover township,,pennsylvania,USA,Local,,,GSA
newhouse.house.gov,1,,,Washington,,rep,,4,Manual Review
newlondon.nh.gov,1,New London,,New Hampshire,USA,Local,,,Manual Review
newlondonwi.org,1,new london,,wisconsin,USA,Local,,,GSA
newmilford.org,0,new milford,,connecticut,USA,Local,,,GSA
newportbeachca.gov,1,Newport Beach,,California,USA,Local,,,CISA
newportoregon.gov,1,Newport,,Oregon,USA,Local,,,CISA
newton-nh.gov,1,Newton,,New Hampshire,USA,Local,,,CISA
newtonma.gov,0,Newton,,Massachusetts,USA,Local,,,CISA
newtools.cira.state.tx.us,1,,,Texas,USA,State,,,Manual Review
newwindsor-ny.gov,1,New Windsor,,New York,USA,Local,,,CISA
nh.gov,1,,,New Hampshire,USA,State,,,CISA
niskayuna.org,1,niskayuna,,new york,USA,Local,,,GSA
nj.gov,0,,,New Jersey,USA,State,,,CISA
nmlegis.gov,1,,,New Mexico,USA,State,,,CISA
nnva.gov,1,Newport News,,Virginia,USA,Local,,,CISA
nola.gov,0,New Orleans,,Louisiana,USA,Local,,,CISA
norcrossga.net,1,norcross,,georgia,USA,Local,,,GSA
norfolk.gov,1,Norfolk,,Virginia,USA,Local,,,CISA
north-fayette.com,1,north fayette township,,pennsylvania,USA,Local,,,GSA
northamptoncounty.org,1,,northampton county,Pennsylvania,USA,County,,,GSA
northbayvillage-fl.gov,1,North Bay Village,,Florida,USA,Local,,,CISA
northbendwa.gov,1,North Bend,,Washington,USA,Local,,,CISA
northbrook.il.us,1,Northbrook,,Illinois,USA,Local,,,Manual Review
northfieldmn.gov,1,Northfield,,Minnesota,USA,Local,,,CISA
northglenn.org,1,northglenn,,colorado,USA,Local,,,GSA
northhampton-nh.gov,1,North Hampton,,New Hampshire,USA,Local,,,CISA
northkingstown.org,1,north kingstown,,rhode island,USA,Local,,,GSA
northprovidenceri.gov,1,North Providence,,Rhode Island,USA,Local,,,CISA
norwichct.org,0,norwich,,connecticut,USA,Local,,,GSA
nsmithfieldri.org,1,north smithfield,,rhode island,USA,Local,,,GSA
nv.gov,1,,,Nevada,USA,State,,,CISA
nvsos.gov,1,,,Nevada,USA,State,,,CISA
nvtpa.com,1,north versailles township,,pennsylvania,USA,Local,,,GSA
ny.gov,1,,,New York,USA,State,,,CISA
nyc.gov,1,Brooklyn,,New York,USA,Local,,,CISA
nysenate.gov,1,,,New York,USA,State,,,CISA
oak-brook.org,1,oak brook,,illinois,USA,Local,,,GSA
oak-park.us,1,Oak Park,,Illinois,USA,Local,,,Manual Review
oakcreekwi.gov,1,Oak Creek,,Wisconsin,USA,Local,,,CISA
oakgov.com,1,,oakland county,Michigan,USA,County,,,GSA
oaklandtownship.org,1,oakland township,,michigan,USA,Local,,,GSA
oakridgenc.com,1,oak ridge,,north carolina,USA,Local,,,GSA
ocalafl.org,1,ocala,,florida,USA,Local,,,GSA
oceana.mi.us,1,,Oceana County,Michigan,USA,County,,,Manual Review
oceancitymd.gov,0,Ocean City,,Maryland,USA,Local,,,CISA
ocgov.net,1,,oneida county,New York,USA,County,,,GSA
ocmi.us,1,Mackinac Island,,Michigan,USA,Local,,,Manual Review
ocoee.org,1,ocoee,,florida,USA,Local,,,GSA
oconeecounty.com,1,,oconee county,Georgia,USA,County,,,GSA
oconomowoc-wi.gov,1,Oconomowoc,,Wisconsin,USA,Local,,,CISA
ocpf.us,0,,,Massachusetts,USA,State,,,Manual Review
ocvote.gov,1,,Orange County,California,USA,County,,,CISA
ohalleran.house.gov,1,,,Arizona,,rep,,1,Manual Review
ohara.pa.us,1,o'hara township,,pennsylvania,USA,Local,,,GSA
ohio.gov,0,,,Ohio,USA,State,,,CISA
ohiohouse.gov,0,,,Ohio,USA,State,,,CISA
ohiosenate.gov,0,,,Ohio,USA,State,,,CISA
ohiosos.gov,0,,,Ohio,USA,State,,,CISA
okanogancounty.org,1,,okanogan county,Washington,USA,County,,,GSA
okhouse.gov,0,,,Oklahoma,USA,State,,,CISA
oklahoma.gov,0,,,Oklahoma,USA,State,,,CISA
oksenate.gov,0,,,Oklahoma,USA,State,,,CISA
olmstedcounty.gov,1,,olmsted county,Minnesota,USA,County,,,CISA
omar.house.gov,1,,,Minnesota,,rep,,5,Manual Review
ongov.net,1,,onondaga county,New York,USA,County,,,GSA
onslowcountync.gov,1,,onslow county,North Carolina,USA,County,,,CISA
ontariocountyny.gov,1,,ontario county,New York,USA,County,,,CISA
opalockafl.gov,1,Opalocka,,Florida,USA,Local,,,CISA
opkansas.org,1,overland park,,kansas,USA,Local,,,GSA
orangecountync.gov,1,,orange county,North Carolina,USA,County,,,CISA
orangecountyva.gov,1,,orange county,Virginia,USA,County,,,CISA
orcity.org,1,oregon city,,oregon,USA,Local,,,GSA
oregon.gov,1,,,Oregon,USA,State,,,CISA
oregonlegislature.gov,1,,,Oregon,USA,State,,,CISA
oregonvotes.gov,1,,,Oregon,USA,State,,,CISA
orlando.gov,1,Orlando,,Florida,USA,Local,,,CISA
orono.org,1,orono,,maine,USA,Local,,,GSA
orovalleyaz.gov,1,Oro Valley,,Arizona,USA,Local,,,CISA
osawatomieks.org,1,osawatomie,,kansas,USA,Local,,,GSA
osceola-county.org,1,,osceola county,Michigan,USA,County,,,GSA
osceola.org,1,,osceola county,Florida,USA,County,,,GSA
otsegocounty.com,1,,otsego county,New York,USA,County,,,GSA
otsegocountymi.gov,1,,otsego county,Michigan,USA,County,,,CISA
ouraycountyco.gov,1,,ouray county,Colorado,USA,County,,,CISA
outagamie.org,1,,outagamie county,Wisconsin,USA,County,,,GSA
pa.gov,1,,,Pennsylvania,USA,State,,,CISA
pacourts.us,1,,,Pennsylvania,USA,State,,,GSA
pagecounty.virginia.gov,1,,Page County,Virginia,USA,County,,,Manual Review
palatine.il.us,1,Palatine,,Illinois,USA,Local,,,Manual Review
palmspringsca.gov,1,Palm Springs,,California,USA,Local,,,CISA
pappas.house.gov,1,,,New Hampshire,,rep,,1,Manual Review
paradisevalleyaz.gov,1,Paradise Valley,,Arizona,USA,Local,,,CISA
parkco.us,1,,park county,Colorado,USA,County,,,GSA
parkvillemo.gov,0,Parkville,,Missouri,USA,Local,,,CISA
parlier.ca.us,1,Parlier,,California,USA,Local,,,Manual Review
pascovotes.gov,1,,pasco county,Florida,USA,County,,,CISA
pasen.gov,1,,,Pennsylvania,USA,State,,,CISA
passaiccountynj.org,0,,passaic county,New Jersey,USA,County,,,GSA
paulding.gov,1,,paulding county,Georgia,USA,County,,,CISA
pawneecountykansas.com,1,,pawnee county,Kansas,USA,County,,,GSA
pawtucketri.com,1,pawtucket,,rhode island,USA,Local,,,GSA
peachtree-city.org,1,peach tree city,,georgia,USA,Local,,,GSA
pelosi.house.gov,1,,,California,,rep,,11,Manual Review
pence.house.gov,1,,,Indiana,,rep,,6,Manual Review
pendercountync.gov,1,,pender county,North Carolina,USA,County,,,CISA
pendoreilleco.org,1,,pend oreille county,Washington,USA,County,,,GSA
peoriaaz.gov,1,Peoria,,Arizona,USA,Local,,,CISA
peoriacounty.gov,1,,peoria county,Illinois,USA,County,,,CISA
peoriaelections.gov,1,,peoria county,Illinois,USA,County,,,CISA
perlmutter.house.gov,1,,,Colorado,,rep,,7,Manual Review
perry.house.gov,1,,,Pennsylvania,,rep,,10,Manual Review
perrycounty.in.gov,1,,Perry County,Indiana,USA,County,,,Manual Review
personcountync.gov,1,,person county,North Carolina,USA,County,,,CISA
peterboroughnh.gov,1,Peterborough,,New Hampshire,USA,Local,,,CISA
phila.gov,1,Philadelphia,,Pennsylvania,USA,Local,,,CISA
phillipscounty.colorado.gov,1,,Phillips County,Colorado,USA,County,,,Manual Review
phoenix.gov,1,Phoenix,,Arizona,USA,Local,,,CISA
piercecountywa.gov,1,,pierce county,Washington,USA,County,,,CISA
pikepa.org,1,,pike county,Pennsylvania,USA,County,,,GSA
pima.gov,1,,pima county,Arizona,USA,County,,,CISA
pinalcountyaz.gov,1,,pinal county,Arizona,USA,County,,,CISA
pinellascounty.org,1,,pinellas county,Florida,USA,County,,,GSA
pingree.house.gov,1,,,Maine,,rep,,1,Manual Review
pittcountync.gov,1,,pitt county,North Carolina,USA,County,,,CISA
pittsburghpa.gov,1,Pittsburgh,,Pennsylvania,USA,Local,,,CISA
placercountyelections.gov,1,,placer county,California,USA,County,,,CISA
plainvillect.com,0,plainville,,connecticut,USA,Local,,,GSA
plaistow.com,1,plaistow,,new hampshire,USA,Local,,,GSA
plattevillegov.org,1,platteville,,colorado,USA,Local,,,GSA
ploverwi.gov,1,Plover,,Wisconsin,USA,Local,,,CISA
plumboro.com,1,plum borough,,pennsylvania,USA,Local,,,GSA
plymouthmn.gov,1,Plymouth,,Minnesota,USA,Local,,,CISA
pocan.house.gov,1,,,Wisconsin,,rep,,2,Manual Review
polandtownoffice.org,1,poland,,maine,USA,Local,,,GSA
polkcountyiowa.gov,0,,polk county,Iowa,USA,County,,,CISA
polkelections.gov,1,,polk county,Florida,USA,County,,,CISA
