Place,State,Type,Population,Latitude,Longitude,County,County FIPS,Location Dropped in Analysis
Cleveland,Wisconsin,town,902,43.9149942,-87.7473085,Chippewa County,55017,
Park Falls,Wisconsin,city,2387,45.9343981,-90.4415527,Price County,55099,
Milton,Wisconsin,town,547,42.7755645,-88.943999,Buffalo County,55011,
Cuba City,Wisconsin,city,1906,42.6055549,-90.4298502,Grant County,55043,
Lancaster,Wisconsin,city,3914,42.8474905,-90.7106821,Grant County,55043,
Balsam Lake,Wisconsin,town,1434,45.4521807,-92.4546428,Polk County,55095,
Bloomer,Wisconsin,city,3711,45.1002389,-91.4887724,Chippewa County,55017,
Menominee,Wisconsin,town,4289,44.8857792,-88.6507943,Menominee County,55078,1
Wyocena,Wisconsin,town,1757,43.495817,-89.3084506,Columbia County,55021,
Tomah,Wisconsin,city,9556,43.9785759,-90.5040214,Monroe County,55081,
Conover,Wisconsin,town,1344,46.0546741,-89.2579139,Vilas County,55125,
Milwaukee,Wisconsin,city,569330,43.0389025,-87.9064736,Milwaukee County,55079,
Fort Myers Beach,Florida,town,5636,26.4520248,-81.948145,Lee County,12071,
Okeechobee,Florida,city,5347,27.2439349,-80.8297828,Okeechobee County,12093,
Wewahitchka,Florida,city,2220,30.1127004,-85.2004716,Gulf County,12045,
La Crosse,Florida,town,317,29.8432977,-82.404833,Alachua County,12001,
Pembroke Park,Florida,town,6195,25.9847308,-80.1752738,Broward County,12011,
Jupiter Inlet Colony,Florida,town,402,26.9478705,-80.0744458,Palm Beach County,12099,
Blountstown,Florida,city,2258,30.4435293,-85.0451953,Calhoun County,12013,
Parker,Florida,city,4499,30.1310353,-85.6032594,Bay County,12005,
Noma,Florida,town,212,30.9821261,-85.618544,Holmes County,12059,
Westlake,Florida,city,2182,26.7469889,-80.3077177,Palm Beach County,12099,
Bowling Green,Florida,city,2469,27.6383673,-81.8239717,Hardee County,12049,
Zolfo Springs,Florida,town,1777,27.4933718,-81.7959155,Hardee County,12049,
Belleair,Florida,town,4311,27.9358543,-82.8062139,Pinellas County,12103,
Coleman,Florida,city,685,28.7997103,-82.0700856,Sumter County,12119,
Lake Hamilton,Florida,town,1562,28.0444644,-81.6278544,Polk County,12105,
St. Pete Beach,Florida,city,8822,27.7428134,-82.7504542,Pinellas County,12103,
Pembroke Pines,Florida,city,169391,26.007765,-80.2962555,Broward County,12011,
Marathon,Florida,city,9744,24.726026,-81.0446262,Monroe County,12087,
North Bay Village,Florida,city,7956,25.8462074,-80.1539351,Miami-Dade County,12086,
Ocala,Florida,city,64096,29.1871986,-82.1400923,Marion County,12083,
Satellite Beach,Florida,city,11268,28.1761233,-80.5900519,Brevard County,12009,
Lake Worth Beach,Florida,city,42496,26.6167555,-80.0684479,Palm Beach County,12099,
Fernandina Beach,Florida,city,13199,30.6696818,-81.4625919,Nassau County,12089,
Crestview,Florida,city,27820,30.7541808,-86.5727995,Okaloosa County,12091,
Coral Gables,Florida,city,48375,25.7491968,-80.2635411,Miami-Dade County,12086,
Sunrise,Florida,city,96021,26.1669711,-80.256595,Broward County,12011,
Winter Garden,Florida,city,46502,28.5652787,-81.5861847,Orange County,12095,
DeBary,Florida,city,22628,28.8713443,-81.3289397,Volusia County,12127,
Dade City,Florida,city,7393,28.3647248,-82.1959178,Pasco County,12101,
Fort Pierce,Florida,city,47927,27.4467056,-80.3256056,St. Lucie County,12111,
Jacksonville,Florida,city,954614,30.3321838,-81.655651,Duval County,12031,
